"","Econ","optimalstart","month","solar","Econ:optimalstart","Econ:month","optimalstart:month","Econ:solar","optimalstart:solar","month:solar","Econ:optimalstart:month","Econ:optimalstart:solar","Econ:month:solar","optimalstart:month:solar","Econ:optimalstart:month:solar","s(temperature):occ0","s(temperature):occ1","s(hours2)","s(prev_week):dayFriday","s(prev_week):dayMonday","s(prev_week):daySaturday","s(prev_week):daySunday","s(prev_week):dayThursday","s(prev_week):dayTuesday","s(prev_week):dayWednesday"
"43",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,0,152.254566785169,-11.7957453784343,67.3678451365299,0,0,0,0,0,0
"44",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,58.8146439546721,0,-29.8409024355521,40.7650798015736,0,0,0,0,0,0
"45",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,53.9061192974443,0,-48.6547789857677,-60.2750288020991,0,0,0,0,0,0
"46",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,44.1067370781111,0,-64.7625286244955,-60.8237860970654,0,0,0,0,0,0
"47",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,49.0226260160154,0,-74.9288838268156,-56.8162423257513,0,0,0,0,0,0
"48",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,53.9061192974443,0,-78.4596249382833,-59.7148222726296,0,0,0,0,0,0
"49",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,53.9061192974443,0,-76.1910108265441,0,0,-53.9130274332875,0,0,0,0
"50",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,49.0226260160154,0,-68.9803333473075,0,0,-53.441560576672,0,0,0,0
"51",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,34.0980618101494,0,-57.6759064667634,0,0,-53.4060602374926,0,0,0,0
"52",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,19.0840482424899,0,-42.7972837441296,0,0,-54.7875947161912,0,0,0,0
"53",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,9.88357416529314,0,-24.4483091374733,0,0,-53.9237759255274,0,0,0,0
"54",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,2.103930132351,0,-2.70615815227697,0,0,-53.4244030431327,0,0,0,0
"55",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,2.103930132351,0,22.3499140713392,0,0,-46.0388163922525,0,0,0,0
"56",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,0,49.3022140861179,49.2317581558386,0,0,258.623655781598,0,0,0,0
"57",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,0,39.5539238927471,72.5947336140621,0,0,264.696089201,0,0,0,0
"58",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,0,30.0686523348788,86.4402962803824,0,0,116.352765639014,0,0,0,0
"59",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,0,39.5539238927471,84.7699019891721,0,0,73.3185636485668,0,0,0,0
"60",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,0,39.5539238927471,63.1598723638577,0,0,59.7709117564991,0,0,0,0
"61",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,0,49.3022140861179,27.2438988302388,0,0,48.6329076809425,0,0,0,0
"62",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,0,49.3022140861179,-13.3888228036104,0,0,9.84171091143066,0,0,0,0
"63",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,19.0840482424899,0,-49.1396309698018,0,0,21.9337146146138,0,0,0,0
"64",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,19.0840482424899,0,-70.8704854336673,0,0,-55.0519218250162,0,0,0,0
"65",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,19.0840482424899,0,-77.4198210742838,0,0,-55.2479224236449,0,0,0,0
"66",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,24.01005926904,0,-74.3729121409722,0,0,-56.2120297448771,0,0,0,0
"67",0,0,1.73484665810933,4.84776780383462,0,0,0,0,0,0.950561671893211,0,0,0,0,0,24.01005926904,0,-67.5275641199162,0,0,-56.2597687500369,0,0,0,0
"68",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,19.0840482424899,0,-62.6504029134435,0,0,-55.5740024066106,0,0,0,0
"69",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,19.0840482424899,0,-62.7045624046962,0,0,-54.5172370533896,0,0,0,0
"70",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,19.0840482424899,0,-65.6645601882905,0,0,-53.778339222787,0,0,0,0
"71",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,24.01005926904,0,-68.9906732692072,0,0,-54.0477745242674,0,0,0,0
"72",0,0,1.73484665810933,0,0,0,0,0,0,0,0,0,0,0,0,24.01005926904,0,-70.1431786524275,0,0,-55.4255726030949,0,0,0,0
"73",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,24.01005926904,0,-70.1431786524275,0,0,0,-36.1929307307919,0,0,0
"74",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,24.01005926904,0,-67.2828050022028,0,0,0,-50.165974856192,0,0,0
"75",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,29.0392952112223,0,-61.3720876198649,0,0,0,-44.3563122717825,0,0,0
"76",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,29.0392952112223,0,-54.0740134660163,0,0,0,-45.2337708728131,0,0,0
"77",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,34.0980618101494,0,-47.0515695012593,0,0,0,-47.2568659806109,0,0,0
"78",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,44.1067370781111,0,-41.8564923382019,0,0,0,-42.2077251772864,0,0,0
"79",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,49.0226260160154,0,-38.9612858153493,0,0,0,-44.3599636883886,0,0,0
"80",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,53.9061192974443,0,-38.2319488219283,0,0,0,-41.7684133411764,0,0,0
"81",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,58.8146439546721,0,-39.5277348839561,0,0,0,-36.682697615776,0,0,0
"82",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,63.8326821188376,0,-42.7014355531773,0,0,0,-39.083396498734,0,0,0
"83",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,69.066606530042,0,-47.4007059361009,0,0,0,-35.0997157726455,0,0,0
"84",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,69.066606530042,0,-53.0306778389834,0,0,0,-35.7887137952382,0,0,0
"85",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,69.066606530042,0,-58.9824779587688,0,0,0,-33.3280708686488,0,0,0
"86",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,69.066606530042,0,-64.6470084801529,0,0,0,-35.3043257382982,0,0,0
"87",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,74.63751722054,0,-69.3213535322049,0,0,0,-30.7463600012655,0,0,0
"88",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,80.6725411003321,0,-72.06405298051,0,0,0,-34.774071241708,0,0,0
"89",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,80.6725411003321,0,-71.896293465395,0,0,0,-30.029316908351,0,0,0
"90",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,80.6725411003321,0,-67.8392616271869,0,0,0,-33.2877615021566,0,0,0
"91",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,121.180656068897,0,-59.4479986487469,0,0,0,-31.1118944438656,0,0,0
"92",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,131.555896640779,0,-49.4260297556306,0,0,0,-30.3552830830965,0,0,0
"93",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,142.527458850141,0,-41.62711775939,0,0,0,-29.9559996272355,0,0,0
"94",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,153.928025020706,0,-39.9067233094005,0,0,0,-33.6529982148803,0,0,0
"95",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,153.928025020706,0,-47.68214164687,0,0,0,-29.9574626227541,0,0,0
"96",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,165.554257736558,0,-61.5405166763552,0,0,0,-30.1320213866793,0,0,0
"97",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,199.389402434622,0,-72.6674251341344,0,-3.95870803051752,0,0,0,0,0
"98",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,199.389402434622,0,-72.1009361118854,0,-11.927830885177,0,0,0,0,0
"99",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,188.538420586135,0,-50.9862779593141,0,-5.34906661049405,0,0,0,0,0
"100",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,153.928025020706,0,-8.26618941107945,0,6.45414741375015,0,0,0,0,0
"101",0,34.0069763297478,3.46969331621866,0,0,0,-15.47523536654,0,0,0,0,0,0,0,0,121.180656068897,0,44.1704129376362,0,-5.8332509314474,0,0,0,0,0
"102",0,34.0069763297478,3.46969331621866,0,0,0,-15.47523536654,0,0,0,0,0,0,0,0,102.668091136872,0,93.2140015681739,0,181.063702486137,0,0,0,0,0
"103",0,34.0069763297478,3.46969331621866,0,0,0,-15.47523536654,0,0,0,0,0,0,0,0,94.6030498252551,0,125.755113776906,0,210.21870542485,0,0,0,0,0
"104",0,34.0069763297478,3.46969331621866,4.84776780383462,0,0,-15.47523536654,0,38.8847822454594,1.90112334378642,0,0,0,-6.77173726675257,0,0,163.302838410246,132.832189595381,0,210.631672177266,0,0,0,0,0
"105",0,34.0069763297478,3.46969331621866,4.84776780383462,0,0,-15.47523536654,0,38.8847822454594,1.90112334378642,0,0,0,-6.77173726675257,0,0,166.611166658814,120.847748120401,0,210.480956085535,0,0,0,0,0
"106",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,168.144764156564,99.7608388394876,0,179.9460137221,0,0,0,0,0
"107",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,171.590108351576,79.530511240165,0,155.682291274196,0,0,0,0,0
"108",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,176.258738094842,69.0872116496142,0,147.635835915464,0,0,0,0,0
"109",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,179.271619392396,68.2146670132378,0,128.425091580074,0,0,0,0,0
"110",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,182.821612256791,71.9034712833006,0,113.993366160663,0,0,0,0,0
"111",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,182.821612256791,75.1020435315744,0,122.953050591754,0,0,0,0,0
"112",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,182.821612256791,72.8684396382872,0,134.321074448577,0,0,0,0,0
"113",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,182.821612256791,63.3036444961488,0,133.767571391328,0,0,0,0,0
"114",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,186.949962165062,47.8728687684656,0,124.869897885271,0,0,0,0,0
"115",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,191.679888278579,28.2154223097501,0,112.917837311913,0,0,0,0,0
"116",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,199.389402434622,0,5.97067526953578,0,122.485392604601,0,0,0,0,0
"117",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,209.47669023929,0,-17.2051329566245,0,65.6315247003441,0,0,0,0,0
"118",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,209.47669023929,0,-39.6158875730506,0,-63.9623201948134,0,0,0,0,0
"119",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,165.554257736558,0,-59.5597135880145,0,-60.4008411200441,0,0,0,0,0
"120",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,142.527458850141,0,-75.334736009788,0,-58.4847535258417,0,0,0,0,0
"121",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,131.555896640779,0,-85.168337632377,0,0,0,0,0,-35.7391630043934,0
"122",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,121.180656068897,0,-86.9022650215159,0,0,0,0,0,-44.589596999708,0
"123",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,102.668091136872,0,-78.2475034316207,0,0,0,0,0,-37.2719783824736,0
"124",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,87.2944806156525,0,-56.9149325193996,0,0,0,0,0,-44.3901210259829,0
"125",0,34.0069763297478,3.46969331621866,0,0,0,-15.47523536654,0,0,0,0,0,0,0,0,74.63751722054,0,-21.0830018202225,0,0,0,0,0,-37.7479210569044,0
"126",0,34.0069763297478,3.46969331621866,0,0,0,-15.47523536654,0,0,0,0,0,0,0,0,63.8326821188376,0,24.4827658204104,0,0,0,0,0,-40.3901028153358,0
"127",0,34.0069763297478,3.46969331621866,0,0,0,-15.47523536654,0,0,0,0,0,0,0,0,58.8146439546721,0,70.1475456174989,0,0,0,0,0,173.437645485714,0
"128",0,34.0069763297478,3.46969331621866,4.84776780383462,0,0,-15.47523536654,0,38.8847822454594,1.90112334378642,0,0,0,-6.77173726675257,0,0,137.264917834996,106.162359983635,0,0,0,0,0,188.912782012272,0
"129",0,34.0069763297478,3.46969331621866,4.84776780383462,0,0,-15.47523536654,0,38.8847822454594,1.90112334378642,0,0,0,-6.77173726675257,0,0,137.264917834996,122.89872598979,0,0,0,0,0,172.181296771902,0
"130",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,143.000820755255,117.957840209751,0,0,0,0,0,147.775235690762,0
"131",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,143.000820755255,100.146902446666,0,0,0,0,0,112.009542580575,0
"132",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,143.000820755255,79.2370697707248,0,0,0,0,0,71.7258938195367,0
"133",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,143.000820755255,64.9991118661951,0,0,0,0,0,40.5236516797954,0
"134",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,137.264917834996,63.8679698262647,0,0,0,0,0,42.9068646496361,0
"135",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,130.782599787362,70.8330740079754,0,0,0,0,0,43.2323254517575,0
"136",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,130.782599787362,78.4310723847658,0,0,0,0,0,65.2341756364734,0
"137",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,130.782599787362,79.1986129300747,0,0,0,0,0,74.1056072261536,0
"138",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,130.782599787362,66.6289095515516,0,0,0,0,0,87.3655103379363,0
"139",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,130.782599787362,42.0274501415464,0,0,0,0,0,102.452193506939,0
"140",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,49.0226260160154,0,10.5145075380423,0,0,0,0,0,110.357741494309,0
"141",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,58.8146439546721,0,-22.7638181407541,0,0,0,0,0,30.2243921154856,0
"142",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,63.8326821188376,0,-52.7259164167733,0,0,0,0,0,-48.2991501947498,0
"143",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,69.066606530042,0,-75.866698885077,0,0,0,0,0,-46.2833929870043,0
"144",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,87.2944806156525,0,-90.3112199191664,0,0,0,0,0,-37.9788932371357,0
"145",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,80.6725411003321,0,-94.2597514346177,0,0,0,0,0,0,-50.8638050870639
"146",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,87.2944806156525,0,-85.9218462553146,0,0,0,0,0,0,-50.8878392385355
"147",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,80.6725411003321,0,-65.3519096328518,0,0,0,0,0,0,-47.2790296950133
"148",0,0,3.46969331621866,0,0,0,0,0,0,0,0,0,0,0,0,80.6725411003321,0,-36.6617714123786,0,0,0,0,0,0,-44.8493707727082
"149",0,34.0069763297478,3.46969331621866,0,0,0,-15.47523536654,0,0,0,0,0,0,0,0,80.6725411003321,0,-4.50327616440881,0,0,0,0,0,0,-45.3216967735737
"150",0,34.0069763297478,3.46969331621866,0,0,0,-15.47523536654,0,0,0,0,0,0,0,0,80.6725411003321,0,26.4717315405441,0,0,0,0,0,0,-36.9873649171496
"151",0,34.0069763297478,3.46969331621866,0,0,0,-15.47523536654,0,0,0,0,0,0,0,0,80.6725411003321,0,52.1655970609949,0,0,0,0,0,0,162.816903417238
"152",0,34.0069763297478,3.46969331621866,4.84776780383462,0,0,-15.47523536654,0,38.8847822454594,1.90112334378642,0,0,0,-6.77173726675257,0,0,158.818353023537,71.2750273594083,0,0,0,0,0,0,190.057361452591
"153",0,34.0069763297478,3.46969331621866,4.84776780383462,0,0,-15.47523536654,0,38.8847822454594,1.90112334378642,0,0,0,-6.77173726675257,0,0,161.269665714118,83.3754796329351,0,0,0,0,0,0,159.022778072923
"154",0,0,3.46969331621866,4.84776780383462,0,0,0,0,0,1.90112334378642,0,0,0,0,0,0,161.269665714118,88.0427317904909,0,0,0,0,0,0,131.258729275516
