time,kwh,temperature,date,hours,day,Day,occ,year,month
3/24/2015 14:00,130.572,36,3/24/2015,840,Tuesday,weekday,yes,2015,3
3/24/2015 14:30,124.443,36,3/24/2015,870,Tuesday,weekday,yes,2015,3
3/24/2015 15:00,131.967,35,3/24/2015,900,Tuesday,weekday,yes,2015,3
3/24/2015 15:30,126.837,35,3/24/2015,930,Tuesday,weekday,yes,2015,3
3/24/2015 16:00,127.845,36,3/24/2015,960,Tuesday,weekday,yes,2015,3
3/24/2015 16:30,138.06,36,3/24/2015,990,Tuesday,weekday,yes,2015,3
3/24/2015 17:00,154.989,35,3/24/2015,1020,Tuesday,weekday,yes,2015,3
3/24/2015 17:30,152.397,35,3/24/2015,1050,Tuesday,weekday,yes,2015,3
3/24/2015 18:00,117.558,36,3/24/2015,1080,Tuesday,weekday,yes,2015,3
3/24/2015 18:30,132.039,36,3/24/2015,1110,Tuesday,weekday,no,2015,3
3/24/2015 19:00,139.167,35,3/24/2015,1140,Tuesday,weekday,no,2015,3
3/24/2015 19:30,136.296,35,3/24/2015,1170,Tuesday,weekday,no,2015,3
3/24/2015 20:00,147.915,35,3/24/2015,1200,Tuesday,weekday,no,2015,3
3/24/2015 20:30,29.538,35,3/24/2015,1230,Tuesday,weekday,no,2015,3
3/24/2015 21:00,22.284,35,3/24/2015,1260,Tuesday,weekday,no,2015,3
3/24/2015 21:30,17.172,35,3/24/2015,1290,Tuesday,weekday,no,2015,3
3/24/2015 22:00,24.975,35,3/24/2015,1320,Tuesday,weekday,no,2015,3
3/24/2015 22:30,19.791,35,3/24/2015,1350,Tuesday,weekday,no,2015,3
3/24/2015 23:00,24.543,37,3/24/2015,1380,Tuesday,weekday,no,2015,3
3/24/2015 23:30,21.114,37,3/24/2015,1410,Tuesday,weekday,no,2015,3
3/25/2015 0:00,23.031,36,3/25/2015,0,Wednesday,weekday,no,2015,3
3/25/2015 0:30,26.793,36,3/25/2015,30,Wednesday,weekday,no,2015,3
3/25/2015 1:00,18.945,35,3/25/2015,60,Wednesday,weekday,no,2015,3
3/25/2015 1:30,22.599,35,3/25/2015,90,Wednesday,weekday,no,2015,3
3/25/2015 2:00,25.794,36,3/25/2015,120,Wednesday,weekday,no,2015,3
3/25/2015 2:30,38.007,36,3/25/2015,150,Wednesday,weekday,no,2015,3
3/25/2015 3:00,14.058,36,3/25/2015,180,Wednesday,weekday,no,2015,3
3/25/2015 3:30,24.264,36,3/25/2015,210,Wednesday,weekday,no,2015,3
3/25/2015 4:00,17.469,36,3/25/2015,240,Wednesday,weekday,no,2015,3
3/25/2015 4:30,21.636,36,3/25/2015,270,Wednesday,weekday,no,2015,3
3/25/2015 5:00,14.58,36,3/25/2015,300,Wednesday,weekday,yes,2015,3
3/25/2015 5:30,25.794,36,3/25/2015,330,Wednesday,weekday,yes,2015,3
3/25/2015 6:00,242.685,37,3/25/2015,360,Wednesday,weekday,yes,2015,3
3/25/2015 6:30,294.201,37,3/25/2015,390,Wednesday,weekday,yes,2015,3
3/25/2015 7:00,291.825,37,3/25/2015,420,Wednesday,weekday,yes,2015,3
3/25/2015 7:30,268.776,37,3/25/2015,450,Wednesday,weekday,yes,2015,3
3/25/2015 8:00,245.853,38,3/25/2015,480,Wednesday,weekday,yes,2015,3
3/25/2015 8:30,219.735,38,3/25/2015,510,Wednesday,weekday,yes,2015,3
3/25/2015 9:00,202.851,39,3/25/2015,540,Wednesday,weekday,yes,2015,3
3/25/2015 9:30,188.514,39,3/25/2015,570,Wednesday,weekday,yes,2015,3
3/25/2015 10:00,182.358,40,3/25/2015,600,Wednesday,weekday,yes,2015,3
3/25/2015 10:30,164.394,40,3/25/2015,630,Wednesday,weekday,yes,2015,3
3/25/2015 11:00,159.264,40,3/25/2015,660,Wednesday,weekday,yes,2015,3
3/25/2015 11:30,146.475,40,3/25/2015,690,Wednesday,weekday,yes,2015,3
3/25/2015 12:00,137.592,41,3/25/2015,720,Wednesday,weekday,yes,2015,3
3/25/2015 12:30,146.691,41,3/25/2015,750,Wednesday,weekday,yes,2015,3
3/25/2015 13:00,152.19,40,3/25/2015,780,Wednesday,weekday,yes,2015,3
3/25/2015 13:30,153.639,40,3/25/2015,810,Wednesday,weekday,yes,2015,3
3/25/2015 14:00,147.087,39,3/25/2015,840,Wednesday,weekday,yes,2015,3
3/25/2015 14:30,141.084,39,3/25/2015,870,Wednesday,weekday,yes,2015,3
3/25/2015 15:00,146.331,39,3/25/2015,900,Wednesday,weekday,yes,2015,3
3/25/2015 15:30,137.646,39,3/25/2015,930,Wednesday,weekday,yes,2015,3
3/25/2015 16:00,145.053,38,3/25/2015,960,Wednesday,weekday,yes,2015,3
3/25/2015 16:30,146.52,38,3/25/2015,990,Wednesday,weekday,yes,2015,3
3/25/2015 17:00,144.576,37,3/25/2015,1020,Wednesday,weekday,yes,2015,3
3/25/2015 17:30,145.377,37,3/25/2015,1050,Wednesday,weekday,yes,2015,3
3/25/2015 18:00,111.663,36,3/25/2015,1080,Wednesday,weekday,yes,2015,3
3/25/2015 18:30,105.453,36,3/25/2015,1110,Wednesday,weekday,no,2015,3
3/25/2015 19:00,109.413,35,3/25/2015,1140,Wednesday,weekday,no,2015,3
3/25/2015 19:30,126.234,35,3/25/2015,1170,Wednesday,weekday,no,2015,3
3/25/2015 20:00,130.896,34,3/25/2015,1200,Wednesday,weekday,no,2015,3
3/25/2015 20:30,29.286,34,3/25/2015,1230,Wednesday,weekday,no,2015,3
3/25/2015 21:00,21.987,34,3/25/2015,1260,Wednesday,weekday,no,2015,3
3/25/2015 21:30,16.983,34,3/25/2015,1290,Wednesday,weekday,no,2015,3
3/25/2015 22:00,17.136,34,3/25/2015,1320,Wednesday,weekday,no,2015,3
3/25/2015 22:30,16.965,34,3/25/2015,1350,Wednesday,weekday,no,2015,3
3/25/2015 23:00,17.226,33,3/25/2015,1380,Wednesday,weekday,no,2015,3
3/25/2015 23:30,22.203,33,3/25/2015,1410,Wednesday,weekday,no,2015,3
3/26/2015 0:00,20.43,33,3/26/2015,0,Thursday,weekday,no,2015,3
3/26/2015 0:30,19.314,33,3/26/2015,30,Thursday,weekday,no,2015,3
3/26/2015 1:00,25.443,32,3/26/2015,60,Thursday,weekday,no,2015,3
3/26/2015 1:30,17.127,32,3/26/2015,90,Thursday,weekday,no,2015,3
3/26/2015 2:00,21.492,32,3/26/2015,120,Thursday,weekday,no,2015,3
3/26/2015 2:30,15.876,32,3/26/2015,150,Thursday,weekday,no,2015,3
3/26/2015 3:00,19.683,34,3/26/2015,180,Thursday,weekday,no,2015,3
3/26/2015 3:30,23.994,34,3/26/2015,210,Thursday,weekday,no,2015,3
3/26/2015 4:00,20.367,36,3/26/2015,240,Thursday,weekday,no,2015,3
3/26/2015 4:30,31.005,36,3/26/2015,270,Thursday,weekday,no,2015,3
3/26/2015 5:00,27.126,39,3/26/2015,300,Thursday,weekday,yes,2015,3
3/26/2015 5:30,29.583,39,3/26/2015,330,Thursday,weekday,yes,2015,3
3/26/2015 6:00,232.542,40,3/26/2015,360,Thursday,weekday,yes,2015,3
3/26/2015 6:30,295.722,40,3/26/2015,390,Thursday,weekday,yes,2015,3
3/26/2015 7:00,290.97,41,3/26/2015,420,Thursday,weekday,yes,2015,3
3/26/2015 7:30,272.061,41,3/26/2015,450,Thursday,weekday,yes,2015,3
3/26/2015 8:00,250.749,41,3/26/2015,480,Thursday,weekday,yes,2015,3
3/26/2015 8:30,220.761,41,3/26/2015,510,Thursday,weekday,yes,2015,3
3/26/2015 9:00,190.449,40,3/26/2015,540,Thursday,weekday,yes,2015,3
3/26/2015 9:30,177.201,40,3/26/2015,570,Thursday,weekday,yes,2015,3
3/26/2015 10:00,146.367,40,3/26/2015,600,Thursday,weekday,yes,2015,3
3/26/2015 10:30,124.29,40,3/26/2015,630,Thursday,weekday,yes,2015,3
3/26/2015 11:00,124.263,38,3/26/2015,660,Thursday,weekday,yes,2015,3
3/26/2015 11:30,123.111,38,3/26/2015,690,Thursday,weekday,yes,2015,3
3/26/2015 12:00,111.357,38,3/26/2015,720,Thursday,weekday,yes,2015,3
3/26/2015 12:30,111.51,38,3/26/2015,750,Thursday,weekday,yes,2015,3
3/26/2015 13:00,111.321,37,3/26/2015,780,Thursday,weekday,yes,2015,3
3/26/2015 13:30,110.322,37,3/26/2015,810,Thursday,weekday,yes,2015,3
3/26/2015 14:00,104.472,36,3/26/2015,840,Thursday,weekday,yes,2015,3
3/26/2015 14:30,112.068,36,3/26/2015,870,Thursday,weekday,yes,2015,3
3/26/2015 15:00,121.41,35,3/26/2015,900,Thursday,weekday,yes,2015,3
3/26/2015 15:30,118.953,35,3/26/2015,930,Thursday,weekday,yes,2015,3
3/26/2015 16:00,127.611,34,3/26/2015,960,Thursday,weekday,yes,2015,3
3/26/2015 16:30,134.577,34,3/26/2015,990,Thursday,weekday,yes,2015,3
3/26/2015 17:00,142.254,33,3/26/2015,1020,Thursday,weekday,yes,2015,3
3/26/2015 17:30,141.309,33,3/26/2015,1050,Thursday,weekday,yes,2015,3
3/26/2015 18:00,107.037,32,3/26/2015,1080,Thursday,weekday,yes,2015,3
3/26/2015 18:30,125.433,32,3/26/2015,1110,Thursday,weekday,no,2015,3
3/26/2015 19:00,133.236,31,3/26/2015,1140,Thursday,weekday,no,2015,3
3/26/2015 19:30,137.466,31,3/26/2015,1170,Thursday,weekday,no,2015,3
3/26/2015 20:00,146.934,31,3/26/2015,1200,Thursday,weekday,no,2015,3
3/26/2015 20:30,23.085,31,3/26/2015,1230,Thursday,weekday,no,2015,3
3/26/2015 21:00,22.698,29,3/26/2015,1260,Thursday,weekday,no,2015,3
3/26/2015 21:30,17.073,29,3/26/2015,1290,Thursday,weekday,no,2015,3
3/26/2015 22:00,16.803,27,3/26/2015,1320,Thursday,weekday,no,2015,3
3/26/2015 22:30,17.721,27,3/26/2015,1350,Thursday,weekday,no,2015,3
3/26/2015 23:00,24.363,27,3/26/2015,1380,Thursday,weekday,no,2015,3
3/26/2015 23:30,19.683,27,3/26/2015,1410,Thursday,weekday,no,2015,3
3/27/2015 0:00,23.949,24,3/27/2015,0,Friday,weekday,no,2015,3
3/27/2015 0:30,27.207,24,3/27/2015,30,Friday,weekday,no,2015,3
3/27/2015 1:00,21.555,23,3/27/2015,60,Friday,weekday,no,2015,3
3/27/2015 1:30,22.662,23,3/27/2015,90,Friday,weekday,no,2015,3
3/27/2015 2:00,28.224,22,3/27/2015,120,Friday,weekday,no,2015,3
3/27/2015 2:30,41.553,22,3/27/2015,150,Friday,weekday,no,2015,3
3/27/2015 3:00,19.746,22,3/27/2015,180,Friday,weekday,no,2015,3
3/27/2015 3:30,29.295,22,3/27/2015,210,Friday,weekday,no,2015,3
3/27/2015 4:00,24.921,24,3/27/2015,240,Friday,weekday,no,2015,3
3/27/2015 4:30,43.47,24,3/27/2015,270,Friday,weekday,no,2015,3
3/27/2015 5:00,36.081,26,3/27/2015,300,Friday,weekday,yes,2015,3
3/27/2015 5:30,54.828,26,3/27/2015,330,Friday,weekday,yes,2015,3
3/27/2015 6:00,292.653,27,3/27/2015,360,Friday,weekday,yes,2015,3
3/27/2015 6:30,308.781,27,3/27/2015,390,Friday,weekday,yes,2015,3
3/27/2015 7:00,311.013,29,3/27/2015,420,Friday,weekday,yes,2015,3
3/27/2015 7:30,300.699,29,3/27/2015,450,Friday,weekday,yes,2015,3
3/27/2015 8:00,280.584,30,3/27/2015,480,Friday,weekday,yes,2015,3
3/27/2015 8:30,255.6,30,3/27/2015,510,Friday,weekday,yes,2015,3
3/27/2015 9:00,212.256,30,3/27/2015,540,Friday,weekday,yes,2015,3
3/27/2015 9:30,184.698,30,3/27/2015,570,Friday,weekday,yes,2015,3
3/27/2015 10:00,174.771,29,3/27/2015,600,Friday,weekday,yes,2015,3
3/27/2015 10:30,168.264,29,3/27/2015,630,Friday,weekday,yes,2015,3
3/27/2015 11:00,159.48,29,3/27/2015,660,Friday,weekday,yes,2015,3
3/27/2015 11:30,157.05,29,3/27/2015,690,Friday,weekday,yes,2015,3
3/27/2015 12:00,154.962,28,3/27/2015,720,Friday,weekday,yes,2015,3
3/27/2015 12:30,151.596,28,3/27/2015,750,Friday,weekday,yes,2015,3
3/27/2015 13:00,151.524,26,3/27/2015,780,Friday,weekday,yes,2015,3
3/27/2015 13:30,154.269,26,3/27/2015,810,Friday,weekday,yes,2015,3
3/27/2015 14:00,157.743,25,3/27/2015,840,Friday,weekday,yes,2015,3
3/27/2015 14:30,157.266,25,3/27/2015,870,Friday,weekday,yes,2015,3
3/27/2015 15:00,155.664,24,3/27/2015,900,Friday,weekday,yes,2015,3
3/27/2015 15:30,156.6,24,3/27/2015,930,Friday,weekday,yes,2015,3
3/27/2015 16:00,151.263,24,3/27/2015,960,Friday,weekday,yes,2015,3
3/27/2015 16:30,154.602,24,3/27/2015,990,Friday,weekday,yes,2015,3
3/27/2015 17:00,156.636,23,3/27/2015,1020,Friday,weekday,yes,2015,3
3/27/2015 17:30,157.887,23,3/27/2015,1050,Friday,weekday,yes,2015,3
3/27/2015 18:00,34.578,23,3/27/2015,1080,Friday,weekday,yes,2015,3
3/27/2015 18:30,18.927,23,3/27/2015,1110,Friday,weekday,no,2015,3
3/27/2015 19:00,18.009,22,3/27/2015,1140,Friday,weekday,no,2015,3
3/27/2015 19:30,20.376,22,3/27/2015,1170,Friday,weekday,no,2015,3
3/27/2015 20:00,24.525,22,3/27/2015,1200,Friday,weekday,no,2015,3
3/27/2015 20:30,32.994,22,3/27/2015,1230,Friday,weekday,no,2015,3
3/27/2015 21:00,25.722,21,3/27/2015,1260,Friday,weekday,no,2015,3
3/27/2015 21:30,28.719,21,3/27/2015,1290,Friday,weekday,no,2015,3
3/27/2015 22:00,30.33,21,3/27/2015,1320,Friday,weekday,no,2015,3
3/27/2015 22:30,26.244,21,3/27/2015,1350,Friday,weekday,no,2015,3
3/27/2015 23:00,40.905,21,3/27/2015,1380,Friday,weekday,no,2015,3
3/27/2015 23:30,42.552,21,3/27/2015,1410,Friday,weekday,no,2015,3
3/28/2015 0:00,35.487,20,3/28/2015,0,Saturday,weekend,no,2015,3
3/28/2015 0:30,31.77,20,3/28/2015,30,Saturday,weekend,no,2015,3
3/28/2015 1:00,41.949,20,3/28/2015,60,Saturday,weekend,no,2015,3
3/28/2015 1:30,40.122,20,3/28/2015,90,Saturday,weekend,no,2015,3
3/28/2015 2:00,39.897,24,3/28/2015,120,Saturday,weekend,no,2015,3
3/28/2015 2:30,28.134,24,3/28/2015,150,Saturday,weekend,no,2015,3
3/28/2015 3:00,51.984,28,3/28/2015,180,Saturday,weekend,no,2015,3
3/28/2015 3:30,42.273,28,3/28/2015,210,Saturday,weekend,no,2015,3
3/28/2015 4:00,32.058,29,3/28/2015,240,Saturday,weekend,no,2015,3
3/28/2015 4:30,47.691,29,3/28/2015,270,Saturday,weekend,no,2015,3
3/28/2015 5:00,44.622,31,3/28/2015,300,Saturday,weekend,yes,2015,3
3/28/2015 5:30,42.795,31,3/28/2015,330,Saturday,weekend,yes,2015,3
3/28/2015 6:00,76.203,32,3/28/2015,360,Saturday,weekend,yes,2015,3
3/28/2015 6:30,78.975,32,3/28/2015,390,Saturday,weekend,yes,2015,3
3/28/2015 7:00,272.241,33,3/28/2015,420,Saturday,weekend,yes,2015,3
3/28/2015 7:30,300.213,33,3/28/2015,450,Saturday,weekend,yes,2015,3
3/28/2015 8:00,295.353,34,3/28/2015,480,Saturday,weekend,yes,2015,3
3/28/2015 8:30,289.8,34,3/28/2015,510,Saturday,weekend,yes,2015,3
3/28/2015 9:00,249.03,34,3/28/2015,540,Saturday,weekend,yes,2015,3
3/28/2015 9:30,226.521,34,3/28/2015,570,Saturday,weekend,yes,2015,3
3/28/2015 10:00,203.445,36,3/28/2015,600,Saturday,weekend,yes,2015,3
3/28/2015 10:30,182.907,36,3/28/2015,630,Saturday,weekend,yes,2015,3
3/28/2015 11:00,169.353,35,3/28/2015,660,Saturday,weekend,yes,2015,3
3/28/2015 11:30,161.847,35,3/28/2015,690,Saturday,weekend,yes,2015,3
3/28/2015 12:00,156.339,35,3/28/2015,720,Saturday,weekend,yes,2015,3
3/28/2015 12:30,156.555,35,3/28/2015,750,Saturday,weekend,yes,2015,3
3/28/2015 13:00,105.525,31,3/28/2015,780,Saturday,weekend,yes,2015,3
3/28/2015 13:30,103.779,31,3/28/2015,810,Saturday,weekend,yes,2015,3
3/28/2015 14:00,25.452,30,3/28/2015,840,Saturday,weekend,yes,2015,3
3/28/2015 14:30,21.168,30,3/28/2015,870,Saturday,weekend,yes,2015,3
3/28/2015 15:00,21.744,27,3/28/2015,900,Saturday,weekend,yes,2015,3
3/28/2015 15:30,18.738,27,3/28/2015,930,Saturday,weekend,yes,2015,3
3/28/2015 16:00,17.424,25,3/28/2015,960,Saturday,weekend,yes,2015,3
3/28/2015 16:30,10.674,25,3/28/2015,990,Saturday,weekend,yes,2015,3
3/28/2015 17:00,9.603,24,3/28/2015,1020,Saturday,weekend,yes,2015,3
3/28/2015 17:30,20.745,24,3/28/2015,1050,Saturday,weekend,yes,2015,3
3/28/2015 18:00,21.087,23,3/28/2015,1080,Saturday,weekend,yes,2015,3
3/28/2015 18:30,31.383,23,3/28/2015,1110,Saturday,weekend,no,2015,3
3/28/2015 19:00,41.391,23,3/28/2015,1140,Saturday,weekend,no,2015,3
3/28/2015 19:30,23.256,23,3/28/2015,1170,Saturday,weekend,no,2015,3
3/28/2015 20:00,33.012,25,3/28/2015,1200,Saturday,weekend,no,2015,3
3/28/2015 20:30,31.842,25,3/28/2015,1230,Saturday,weekend,no,2015,3
3/28/2015 21:00,45.657,25,3/28/2015,1260,Saturday,weekend,no,2015,3
3/28/2015 21:30,30.762,25,3/28/2015,1290,Saturday,weekend,no,2015,3
3/28/2015 22:00,32.211,27,3/28/2015,1320,Saturday,weekend,no,2015,3
3/28/2015 22:30,39.915,27,3/28/2015,1350,Saturday,weekend,no,2015,3
3/28/2015 23:00,45.486,27,3/28/2015,1380,Saturday,weekend,no,2015,3
3/28/2015 23:30,27.297,27,3/28/2015,1410,Saturday,weekend,no,2015,3
3/29/2015 0:00,46.044,30,3/29/2015,0,Sunday,weekend,no,2015,3
3/29/2015 0:30,44.001,30,3/29/2015,30,Sunday,weekend,no,2015,3
3/29/2015 1:00,45.81,31,3/29/2015,60,Sunday,weekend,no,2015,3
3/29/2015 1:30,32.148,31,3/29/2015,90,Sunday,weekend,no,2015,3
3/29/2015 2:00,35.64,32,3/29/2015,120,Sunday,weekend,no,2015,3
3/29/2015 2:30,50.256,32,3/29/2015,150,Sunday,weekend,no,2015,3
3/29/2015 3:00,37.305,34,3/29/2015,180,Sunday,weekend,no,2015,3
3/29/2015 3:30,35.199,34,3/29/2015,210,Sunday,weekend,no,2015,3
3/29/2015 4:00,50.85,36,3/29/2015,240,Sunday,weekend,no,2015,3
3/29/2015 4:30,57.861,36,3/29/2015,270,Sunday,weekend,no,2015,3
3/29/2015 5:00,40.14,37,3/29/2015,300,Sunday,weekend,no,2015,3
3/29/2015 5:30,41.868,37,3/29/2015,330,Sunday,weekend,no,2015,3
3/29/2015 6:00,47.277,34,3/29/2015,360,Sunday,weekend,no,2015,3
3/29/2015 6:30,44.955,34,3/29/2015,390,Sunday,weekend,no,2015,3
3/29/2015 7:00,30.843,34,3/29/2015,420,Sunday,weekend,no,2015,3
3/29/2015 7:30,40.392,34,3/29/2015,450,Sunday,weekend,no,2015,3
3/29/2015 8:00,48.744,35,3/29/2015,480,Sunday,weekend,no,2015,3
3/29/2015 8:30,34.839,35,3/29/2015,510,Sunday,weekend,no,2015,3
3/29/2015 9:00,29.664,38,3/29/2015,540,Sunday,weekend,no,2015,3
3/29/2015 9:30,24.912,38,3/29/2015,570,Sunday,weekend,no,2015,3
3/29/2015 10:00,38.826,41,3/29/2015,600,Sunday,weekend,no,2015,3
3/29/2015 10:30,39.825,41,3/29/2015,630,Sunday,weekend,no,2015,3
3/29/2015 11:00,28.377,45,3/29/2015,660,Sunday,weekend,no,2015,3
3/29/2015 11:30,26.748,45,3/29/2015,690,Sunday,weekend,no,2015,3
3/29/2015 12:00,36.63,46,3/29/2015,720,Sunday,weekend,no,2015,3
3/29/2015 12:30,50.625,46,3/29/2015,750,Sunday,weekend,no,2015,3
3/29/2015 13:00,39.717,47,3/29/2015,780,Sunday,weekend,no,2015,3
3/29/2015 13:30,37.647,47,3/29/2015,810,Sunday,weekend,no,2015,3
3/29/2015 14:00,35.793,46,3/29/2015,840,Sunday,weekend,no,2015,3
3/29/2015 14:30,58.365,46,3/29/2015,870,Sunday,weekend,no,2015,3
3/29/2015 15:00,32.706,45,3/29/2015,900,Sunday,weekend,no,2015,3
3/29/2015 15:30,24.372,45,3/29/2015,930,Sunday,weekend,no,2015,3
3/29/2015 16:00,24.597,42,3/29/2015,960,Sunday,weekend,no,2015,3
3/29/2015 16:30,21.258,42,3/29/2015,990,Sunday,weekend,no,2015,3
3/29/2015 17:00,19.476,41,3/29/2015,1020,Sunday,weekend,no,2015,3
3/29/2015 17:30,31.014,41,3/29/2015,1050,Sunday,weekend,no,2015,3
3/29/2015 18:00,20.124,40,3/29/2015,1080,Sunday,weekend,no,2015,3
3/29/2015 18:30,12.024,40,3/29/2015,1110,Sunday,weekend,no,2015,3
3/29/2015 19:00,25.704,40,3/29/2015,1140,Sunday,weekend,no,2015,3
3/29/2015 19:30,17.685,40,3/29/2015,1170,Sunday,weekend,no,2015,3
3/29/2015 20:00,34.605,38,3/29/2015,1200,Sunday,weekend,no,2015,3
3/29/2015 20:30,31.797,38,3/29/2015,1230,Sunday,weekend,no,2015,3
3/29/2015 21:00,20.511,37,3/29/2015,1260,Sunday,weekend,no,2015,3
3/29/2015 21:30,22.995,37,3/29/2015,1290,Sunday,weekend,no,2015,3
3/29/2015 22:00,22.95,37,3/29/2015,1320,Sunday,weekend,no,2015,3
3/29/2015 22:30,34.299,37,3/29/2015,1350,Sunday,weekend,no,2015,3
3/29/2015 23:00,25.767,36,3/29/2015,1380,Sunday,weekend,no,2015,3
3/29/2015 23:30,29.124,36,3/29/2015,1410,Sunday,weekend,no,2015,3
3/30/2015 0:00,20.421,35,3/30/2015,0,Monday,weekday,no,2015,3
3/30/2015 0:30,34.29,35,3/30/2015,30,Monday,weekday,no,2015,3
3/30/2015 1:00,40.05,35,3/30/2015,60,Monday,weekday,no,2015,3
3/30/2015 1:30,30.825,35,3/30/2015,90,Monday,weekday,no,2015,3
3/30/2015 2:00,25.857,38,3/30/2015,120,Monday,weekday,no,2015,3
3/30/2015 2:30,33.309,38,3/30/2015,150,Monday,weekday,no,2015,3
3/30/2015 3:00,41.778,43,3/30/2015,180,Monday,weekday,no,2015,3
3/30/2015 3:30,39.375,43,3/30/2015,210,Monday,weekday,no,2015,3
3/30/2015 4:00,25.965,46,3/30/2015,240,Monday,weekday,no,2015,3
3/30/2015 4:30,43.524,46,3/30/2015,270,Monday,weekday,no,2015,3
3/30/2015 5:00,195.876,51,3/30/2015,300,Monday,weekday,yes,2015,3
3/30/2015 5:30,294.516,51,3/30/2015,330,Monday,weekday,yes,2015,3
3/30/2015 6:00,302.679,56,3/30/2015,360,Monday,weekday,yes,2015,3
3/30/2015 6:30,296.613,56,3/30/2015,390,Monday,weekday,yes,2015,3
3/30/2015 7:00,294.957,57,3/30/2015,420,Monday,weekday,yes,2015,3
3/30/2015 7:30,275.868,57,3/30/2015,450,Monday,weekday,yes,2015,3
3/30/2015 8:00,249.831,58,3/30/2015,480,Monday,weekday,yes,2015,3
3/30/2015 8:30,205.74,58,3/30/2015,510,Monday,weekday,yes,2015,3
3/30/2015 9:00,183.573,60,3/30/2015,540,Monday,weekday,yes,2015,3
3/30/2015 9:30,170.037,60,3/30/2015,570,Monday,weekday,yes,2015,3
3/30/2015 10:00,143.721,59,3/30/2015,600,Monday,weekday,yes,2015,3
3/30/2015 10:30,121.824,59,3/30/2015,630,Monday,weekday,yes,2015,3
3/30/2015 11:00,116.316,59,3/30/2015,660,Monday,weekday,yes,2015,3
3/30/2015 11:30,109.989,59,3/30/2015,690,Monday,weekday,yes,2015,3
3/30/2015 12:00,114.516,58,3/30/2015,720,Monday,weekday,yes,2015,3
3/30/2015 12:30,115.551,58,3/30/2015,750,Monday,weekday,yes,2015,3
3/30/2015 13:00,107.982,55,3/30/2015,780,Monday,weekday,yes,2015,3
3/30/2015 13:30,106.938,55,3/30/2015,810,Monday,weekday,yes,2015,3
3/30/2015 14:00,95.679,49,3/30/2015,840,Monday,weekday,yes,2015,3
3/30/2015 14:30,89.64,49,3/30/2015,870,Monday,weekday,yes,2015,3
3/30/2015 15:00,86.148,48,3/30/2015,900,Monday,weekday,yes,2015,3
3/30/2015 15:30,88.263,48,3/30/2015,930,Monday,weekday,yes,2015,3
3/30/2015 16:00,93.357,47,3/30/2015,960,Monday,weekday,yes,2015,3
3/30/2015 16:30,99.423,47,3/30/2015,990,Monday,weekday,yes,2015,3
3/30/2015 17:00,98.91,47,3/30/2015,1020,Monday,weekday,yes,2015,3
3/30/2015 17:30,115.812,47,3/30/2015,1050,Monday,weekday,yes,2015,3
3/30/2015 18:00,84.492,45,3/30/2015,1080,Monday,weekday,yes,2015,3
3/30/2015 18:30,91.926,45,3/30/2015,1110,Monday,weekday,no,2015,3
3/30/2015 19:00,104.256,54,3/30/2015,1140,Monday,weekday,no,2015,3
3/30/2015 19:30,114.246,54,3/30/2015,1170,Monday,weekday,no,2015,3
3/30/2015 20:00,105.498,54,3/30/2015,1200,Monday,weekday,no,2015,3
3/30/2015 20:30,24.246,54,3/30/2015,1230,Monday,weekday,no,2015,3
3/30/2015 21:00,20.088,52,3/30/2015,1260,Monday,weekday,no,2015,3
3/30/2015 21:30,14.895,52,3/30/2015,1290,Monday,weekday,no,2015,3
3/30/2015 22:00,8.694,48,3/30/2015,1320,Monday,weekday,no,2015,3
3/30/2015 22:30,12.573,48,3/30/2015,1350,Monday,weekday,no,2015,3
3/30/2015 23:00,16.074,43,3/30/2015,1380,Monday,weekday,no,2015,3
3/30/2015 23:30,10.926,43,3/30/2015,1410,Monday,weekday,no,2015,3
3/31/2015 0:00,8.424,40,3/31/2015,0,Tuesday,weekday,no,2015,3
3/31/2015 0:30,12.195,40,3/31/2015,30,Tuesday,weekday,no,2015,3
3/31/2015 1:00,14.877,40,3/31/2015,60,Tuesday,weekday,no,2015,3
3/31/2015 1:30,5.265,40,3/31/2015,90,Tuesday,weekday,no,2015,3
3/31/2015 2:00,5.499,41,3/31/2015,120,Tuesday,weekday,no,2015,3
3/31/2015 2:30,8.757,41,3/31/2015,150,Tuesday,weekday,no,2015,3
3/31/2015 3:00,12.897,42,3/31/2015,180,Tuesday,weekday,no,2015,3
3/31/2015 3:30,7.551,42,3/31/2015,210,Tuesday,weekday,no,2015,3
3/31/2015 4:00,5.976,44,3/31/2015,240,Tuesday,weekday,no,2015,3
3/31/2015 4:30,18.657,44,3/31/2015,270,Tuesday,weekday,no,2015,3
3/31/2015 5:00,13.608,47,3/31/2015,300,Tuesday,weekday,yes,2015,3
3/31/2015 5:30,17.19,47,3/31/2015,330,Tuesday,weekday,yes,2015,3
3/31/2015 6:00,184.086,48,3/31/2015,360,Tuesday,weekday,yes,2015,3
3/31/2015 6:30,253.593,48,3/31/2015,390,Tuesday,weekday,yes,2015,3
3/31/2015 7:00,259.614,49,3/31/2015,420,Tuesday,weekday,yes,2015,3
3/31/2015 7:30,258.426,49,3/31/2015,450,Tuesday,weekday,yes,2015,3
3/31/2015 8:00,245.169,52,3/31/2015,480,Tuesday,weekday,yes,2015,3
3/31/2015 8:30,212.751,52,3/31/2015,510,Tuesday,weekday,yes,2015,3
